closureSchema,cube.protocol-command-closure
closureSchemaVersion,1
closureSha256,bcbe1152c7de3a837848dd3cf3d5e424b3fe73aced220c5563c19661b5dbe65f
input.firmwareFacts,cube.ltd-firmware.protocol-fact-inventory,4,f0a27ef0e1d42498d79b18c2752fbf88486a67aa9bce538625d4427b6e459304
input.toolCatalog,cube.ltd-device-debug-tool.protocol-catalog,2,757f47db2a732816456494d0692fbaf0f31ac323f7b9e6de40372da448d90137
input.comparisonPolicy,cube.protocol-catalog-comparison-policy,1,46e06af6f00ec1f1e5c1cc10a401c4e94bde4f838dfe5b3d662a0560de20f136
input.catalogDiff,cube.protocol-catalog-comparison,1,5041f0088b84f2314272201c8f4eefd18600743c27040de1e815975c9537b891

profileId,commandName,isEnabled,functionCode,address,quantity,encodedValues,externalSymbol,cpu2CommandName,cpu2CommandValue,semanticClassification,parameterSync,cpu2Dispatch,cpu2Ack,completion,cleanup,benchVerification,primaryClassification,closureStatus,blockingReasons
ltd-modbus,restoreFactory,True,16,0,2,"[0,108]",CMD_RESTORE_FACTORY,CMD_RESTORE_FACTORY,108,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,runToPosition,True,16,0,2,"[0,9]",CMD_RUN_TO_POSITION,CMD_RUN_TO_POSITION,9,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,setEmptyWeight,True,16,0,2,"[0,106]",CMD_SET_EMPTY_WEIGHT,CMD_SET_EMPTY_WEIGHT,106,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,setFullWeight,True,16,0,2,"[0,107]",CMD_SET_FULL_WEIGHT,CMD_SET_FULL_WEIGHT,107,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,siProfile,True,16,0,2,"[0,20]",CMD_SI_PROFILE,CMD_SI_PROFILE,20,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,synthetic,True,16,0,2,"[0,7]",CMD_SYNTHETIC,CMD_SYNTHETIC,7,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
ltd-modbus,wartsilaDensityRange,True,16,0,2,"[0,14]",CMD_WARTSILA_DENSITY_RANGE,CMD_WARTSILA_DENSITY_RANGE,14,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,CapabilityOnly,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,auto,True,5,2,1,[65280],SI_COIL_AUTO,CMD_FIND_OIL,2,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,calibrate,True,5,1,1,[65280],SI_COIL_CALIBRATE,CMD_CALIBRATE_ZERO,101,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,downFast,True,5,14,1,[65280],SI_COIL_DOWN_FAST,CMD_FORCE_MOVE_DOWN,114,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,downMedium,True,5,13,1,[65280],SI_COIL_DOWN_MEDIUM,CMD_FORCE_MOVE_DOWN,114,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,downSlow,True,5,12,1,[65280],SI_COIL_DOWN_SLOW,CMD_FORCE_MOVE_DOWN,114,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,manual,True,5,0,1,[65280],SI_COIL_MANUAL,CMD_MAINTENANCE_MODE,109,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,profile,True,5,3,1,[65280],SI_COIL_PROFILE,CMD_SI_PROFILE,20,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,stop,True,5,8,1,[65280],SI_COIL_STOP,CMD_MAINTENANCE_MODE,109,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,upFast,True,5,11,1,[65280],SI_COIL_UP_FAST,CMD_FORCE_MOVE_UP,113,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,upMedium,True,5,10,1,[65280],SI_COIL_UP_MEDIUM,CMD_FORCE_MOVE_UP,113,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
si7000,upSlow,True,5,9,1,[65280],SI_COIL_UP_SLOW,CMD_FORCE_MOVE_UP,113,Alias,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,NotApplicable,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
wartsila,backZero,True,16,6,1,[4],4,CMD_BACK_ZERO,1,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
wartsila,densityRange,True,16,6,1,[5],5,CMD_WARTSILA_DENSITY_RANGE,14,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
wartsila,monitorSingle,True,16,6,1,[3],3,CMD_MONITOR_SINGLE,6,Closed,Unresolved,RouteResolved,RegisterWriteAckOnly,Unresolved,Unresolved,BenchPending,Unverifiable,Unverifiable,CPU2 只有寄存器写回显或 ACK 未解析，不能证明业务接受；业务失败状态没有命令值或事务代际，无法关联本次请求；固件尚未声明 Host 必须预写的精确参数集合；自由文本完成条件不能替代固件结构化完成证明；静态 Cleanup policy 只声明能力，不能证明本轮已确认安全停止和恢复
